Connection Order (chronological):
Step | Box1 | Box2 | Distance^2
 820 |  570 |  774 | 75298146
 821 |  209 |  782 | 75312726
 822 |  335 |  594 | 75428321
 823 |   21 |  367 | 75476202
 824 |  237 |  628 | 75556949
 825 |  500 |  899 | 75649396
 826 |  240 |  872 | 75940090
 827 |  591 |  839 | 76190736
 828 |  302 |  966 | 76307162
 829 |  977 |  996 | 76521144
 830 |  665 |  719 | 76526342
 831 |   43 |  278 | 76552321
 832 |  543 |  785 | 76591338
 833 |  825 |  924 | 76842289
 834 |  220 |  984 | 76886291
 835 |  496 |  839 | 77092994
 836 |  120 |  925 | 77219012
 837 |  708 |  959 | 77316025
 838 |  338 |  691 | 77446638
 839 |  669 |  860 | 77605697
 840 |  273 |  375 | 77674925
 841 |  229 |  338 | 77877432
 842 |  353 |  459 | 77981779
 843 |  169 |  932 | 78160085
 844 |  567 |  698 | 78286725
 845 |  552 |  695 | 78524029
 846 |  142 |  335 | 78887918
 847 |  167 |  275 | 78967544
 848 |  173 |  404 | 78979374
 849 |  650 |  981 | 78997826
 850 |  517 |  592 | 79072729
 851 |    2 |  453 | 79082097
 852 |  578 |  658 | 79107435
 853 |  288 |  913 | 79263442
 854 |  379 |  429 | 79328196
 855 |  365 |  968 | 79575970
 856 |  853 |  963 | 79683179
 857 |  153 |  361 | 79895290
 858 |   25 |  290 | 79942286
 859 |  447 |  574 | 80059579
 860 |  109 |  976 | 80274533
 861 |  616 |  943 | 80289678
 862 |  279 |  371 | 80293970
 863 |  155 |  842 | 80365731
 864 |  875 |  883 | 80390196
 865 |  100 |  402 | 80409289
 866 |  668 |  798 | 80581384
 867 |   70 |  164 | 80634738
 868 |  775 |  984 | 80639460
 869 |  528 |  780 | 81011061
 870 |  635 |  712 | 81056211
 871 |  497 |  755 | 81425228
 872 |  608 |  950 | 81485421
 873 |  204 |  886 | 81654497
 874 |  574 |  701 | 81907133
 875 |  427 |  844 | 81978566
 876 |  409 |  540 | 82048872
 877 |  688 |  896 | 82710458
 878 |   31 |  520 | 82742133
 879 |  166 |  696 | 82910075
 880 |   12 |  260 | 82980922
 881 |  352 |  765 | 83040814
 882 |  516 |  875 | 83262539
 883 |   63 |  954 | 83314670
 884 |  616 |  788 | 83423595
 885 |  647 |  728 | 83464984
 886 |  644 |  745 | 83487142
 887 |  801 |  876 | 83713946
 888 |  414 |  766 | 83907396
 889 |    9 |  529 | 83935419
 890 |  469 |  608 | 84002906
 891 |  275 |  642 | 84037826
 892 |  148 |  496 | 84123222
 893 |  115 |  136 | 84732474
 894 |  739 |  817 | 84796490
 895 |  110 |  394 | 85315082
 896 |   80 |   81 | 85731534
 897 |  252 |  309 | 85779149
 898 |  848 |  897 | 86088059
 899 |  229 |  589 | 86304875
 900 |  339 |  610 | 86578773
 901 |  311 |  495 | 86853131
 902 |   50 |  345 | 87277834
 903 |  389 |  733 | 87352708
 904 |   38 |  235 | 87495209
 905 |  284 |  975 | 87711126
 906 |  242 |  975 | 87884478
 907 |    5 |  285 | 87939646
 908 |   12 |  229 | 87978582
 909 |  806 |  934 | 88145189
 910 |  161 |  376 | 88221186
 911 |  757 |  962 | 88226477
 912 |   44 |  379 | 88413531
 913 |  213 |  532 | 88523537
 914 |  185 |  280 | 88848185
 915 |  492 |  553 | 88998398
 916 |   99 |  205 | 89212757
 917 |  460 |  589 | 89275318
 918 |  450 |  748 | 89503340
 919 |  367 |  746 | 89744594
 920 |  427 |  611 | 89866260
 921 |   87 |  334 | 89924245
 922 |  380 |  827 | 90243054
 923 |  407 |  644 | 90380411
 924 |  337 |  661 | 90716909
 925 |  783 |  949 | 91971851
 926 |  231 |  428 | 92328362
 927 |   13 |  561 | 92875259
 928 |    7 |  222 | 92946266
 929 |  119 |  377 | 92984186
 930 |   78 |  154 | 93055030
 931 |  177 |  748 | 93497294
 932 |   78 |  349 | 93545032
 933 |  969 |  984 | 94042621
 934 |  497 |  748 | 94301494
 935 |  213 |  878 | 94395651
 936 |  387 |  864 | 95666001
 937 |  346 |  732 | 95851358
 938 |  465 |  971 | 96130011
 939 |  185 |  426 | 97085406
 940 |  135 |  289 | 97264634
 941 |   93 |  787 | 97345601
 942 |   24 |  905 | 97517300
 943 |  650 |  991 | 97710809
 944 |  107 |  339 | 97994394
 945 |  319 |  592 | 98659674
 946 |  499 |  609 | 99072877
 947 |  493 |  890 | 99120906
 948 |  146 |  681 | 99377521
 949 |   86 |  772 | 100165910
 950 |  380 |  417 | 100483830
 951 |  311 |  985 | 101002994
 952 |  111 |  764 | 101678621
 953 |  158 |  533 | 101881130
 954 |  891 |  892 | 102008290
 955 |  223 |  962 | 102628545
 956 |  481 |  509 | 102656102
 957 |  554 |  892 | 102836033
 958 |  301 |  821 | 103367813
 959 |  931 |  985 | 104523603
 960 |  114 |  308 | 105250385
 961 |  514 |  629 | 106667878
 962 |  820 |  960 | 107561261
 963 |  658 |  897 | 107891715
 964 |  131 |  646 | 108639453
 965 |  631 |  636 | 109356014
 966 |  397 |  441 | 110044811
 967 |  545 |  859 | 110355966
 968 |  606 |  887 | 110626859
 969 |  414 |  473 | 111973939
 970 |  141 |  724 | 113141986
 971 |  433 |  846 | 115314173
 972 |  151 |  787 | 115632354
 973 |  269 |  964 | 115824930
 974 |  292 |  335 | 115979746
 975 |  211 |  971 | 116225864
 976 |  708 |  860 | 116257470
 977 |    3 |  897 | 117481077
 978 |  123 |  151 | 118171525
 979 |  142 |  400 | 119848821
 980 |  179 |  240 | 125200850
 981 |   31 |  292 | 126633001
 982 |  391 |  436 | 127325115
 983 |  664 |  876 | 129406235
 984 |  558 |  986 | 131757101
 985 |  686 |  751 | 132717766
 986 |  248 |  499 | 136947846
 987 |  799 |  922 | 137329907
 988 |  224 |  503 | 144094992
 989 |  124 |  887 | 145070273
 990 |  880 |  949 | 145179454
 991 |   95 |  871 | 148439572
 992 |   58 |  998 | 151509576
 993 |  139 |  820 | 161793789
 994 |  376 |  808 | 164643338
 995 |  533 |  768 | 167848148
 996 |  458 |  482 | 168248203
 997 |   67 |  870 | 176916786
 998 |   61 |  995 | 178146501
 999 |  661 |  937 | 183114790

Boxes in order of first connection:
1. Box 408
2. Box 961
3. Box 193
4. Box 396
5. Box 322
6. Box 399
7. Box 81
8. Box 640
9. Box 341
10. Box 828
11. Box 276
12. Box 920
13. Box 792
14. Box 861
15. Box 343
16. Box 624
17. Box 467
18. Box 899
19. Box 35
20. Box 814
21. Box 218
22. Box 412
23. Box 438
24. Box 891
25. Box 0
26. Box 509
27. Box 318
28. Box 353
29. Box 90
30. Box 267
31. Box 420
32. Box 795
33. Box 153
34. Box 811
35. Box 30
36. Box 471
37. Box 803
38. Box 807
39. Box 23
40. Box 366
41. Box 182
42. Box 592
43. Box 183
44. Box 865
45. Box 388
46. Box 651
47. Box 177
48. Box 326
49. Box 195
50. Box 652
51. Box 168
52. Box 644
53. Box 357
54. Box 730
55. Box 462
56. Box 538
57. Box 854
58. Box 929
59. Box 16
60. Box 393
61. Box 447
62. Box 596
63. Box 207
64. Box 465
65. Box 215
66. Box 431
67. Box 42
68. Box 264
69. Box 554
70. Box 982
71. Box 490
72. Box 967
73. Box 283
74. Box 927
75. Box 46
76. Box 282
77. Box 89
78. Box 591
79. Box 367
80. Box 796
81. Box 4
82. Box 80
83. Box 531
84. Box 630
85. Box 617
86. Box 951
87. Box 294
88. Box 805
89. Box 71
90. Box 487
91. Box 362
92. Box 506
93. Box 172
94. Box 314
95. Box 563
96. Box 903
97. Box 527
98. Box 994
99. Box 127
100. Box 661
101. Box 79
102. Box 159
103. Box 822
104. Box 386
105. Box 874
106. Box 87
107. Box 755
108. Box 422
109. Box 145
110. Box 974
111. Box 678
112. Box 742
113. Box 756
114. Box 958
115. Box 319
116. Box 665
117. Box 40
118. Box 477
119. Box 68
120. Box 445
121. Box 373
122. Box 656
123. Box 54
124. Box 747
125. Box 454
126. Box 698
127. Box 648
128. Box 900
129. Box 359
130. Box 405
131. Box 188
132. Box 710
133. Box 944
134. Box 947
135. Box 585
136. Box 838
137. Box 201
138. Box 935
139. Box 278
140. Box 908
141. Box 302
142. Box 975
143. Box 225
144. Box 233
145. Box 198
146. Box 573
147. Box 104
148. Box 886
149. Box 897
150. Box 372
151. Box 978
152. Box 690
153. Box 824
154. Box 786
155. Box 542
156. Box 794
157. Box 105
158. Box 769
159. Box 831
160. Box 845
161. Box 166
162. Box 72
163. Box 226
164. Box 94
165. Box 586
166. Box 452
167. Box 837
168. Box 385
169. Box 158
170. Box 241
171. Box 767
172. Box 112
173. Box 140
174. Box 163
175. Box 550
176. Box 133
177. Box 424
178. Box 19
179. Box 635
180. Box 194
181. Box 800
182. Box 10
183. Box 571
184. Box 200
185. Box 864
186. Box 480
187. Box 898
188. Box 21
189. Box 881
190. Box 413
191. Box 771
192. Box 249
193. Box 783
194. Box 257
195. Box 850
196. Box 8
197. Box 754
198. Box 161
199. Box 544
200. Box 144
201. Box 981
202. Box 647
203. Box 976
204. Box 904
205. Box 729
206. Box 73
207. Box 626
208. Box 717
209. Box 907
210. Box 778
211. Box 627
212. Box 209
213. Box 674
214. Box 392
215. Box 736
216. Box 232
217. Box 602
218. Box 20
219. Box 858
220. Box 683
221. Box 726
222. Box 22
223. Box 394
224. Box 628
225. Box 731
226. Box 775
227. Box 570
228. Box 924
229. Box 551
230. Box 921
231. Box 368
232. Box 340
233. Box 55
234. Box 705
235. Box 547
236. Box 782
237. Box 415
238. Box 902
239. Box 483
240. Box 916
241. Box 77
242. Box 727
243. Box 27
244. Box 990
245. Box 562
246. Box 662
247. Box 34
248. Box 256
249. Box 307
250. Box 505
251. Box 211
252. Box 659
253. Box 843
254. Box 877
255. Box 325
256. Box 238
257. Box 98
258. Box 588
259. Box 521
260. Box 962
261. Box 173
262. Box 696
263. Box 700
264. Box 809
265. Box 356
266. Box 316
267. Box 681
268. Box 789
269. Box 402
270. Box 560
271. Box 763
272. Box 686
273. Box 964
274. Box 88
275. Box 688
276. Box 18
277. Box 575
278. Box 541
279. Box 581
280. Box 577
281. Box 776
282. Box 312
283. Box 321
284. Box 169
285. Box 427
286. Box 192
287. Box 243
288. Box 653
289. Box 996
290. Box 645
291. Box 762
292. Box 955
293. Box 298
294. Box 526
295. Box 374
296. Box 910
297. Box 819
298. Box 149
299. Box 444
300. Box 607
301. Box 684
302. Box 614
303. Box 132
304. Box 299
305. Box 363
306. Box 692
307. Box 176
308. Box 793
309. Box 901
310. Box 911
311. Box 457
312. Box 65
313. Box 9
314. Box 601
315. Box 134
316. Box 759
317. Box 855
318. Box 313
319. Box 939
320. Box 100
321. Box 860
322. Box 336
323. Box 7
324. Box 556
325. Box 525
326. Box 699
327. Box 715
328. Box 559
329. Box 418
330. Box 772
331. Box 91
332. Box 677
333. Box 818
334. Box 513
335. Box 919
336. Box 781
337. Box 403
338. Box 486
339. Box 658
340. Box 57
341. Box 841
342. Box 64
343. Box 434
344. Box 945
345. Box 595
346. Box 676
347. Box 411
348. Box 612
349. Box 896
350. Box 244
351. Box 815
352. Box 370
353. Box 806
354. Box 124
355. Box 669
356. Box 482
357. Box 572
358. Box 382
359. Box 639
360. Box 60
361. Box 993
362. Box 518
363. Box 578
364. Box 752
365. Box 270
366. Box 67
367. Box 317
368. Box 189
369. Box 830
370. Box 801
371. Box 866
372. Box 909
373. Box 714
374. Box 476
375. Box 566
376. Box 835
377. Box 682
378. Box 315
379. Box 750
380. Box 461
381. Box 449
382. Box 239
383. Box 926
384. Box 753
385. Box 75
386. Box 208
387. Box 52
388. Box 271
389. Box 266
390. Box 777
391. Box 584
392. Box 834
393. Box 6
394. Box 988
395. Box 410
396. Box 479
397. Box 519
398. Box 328
399. Box 543
400. Box 306
401. Box 451
402. Box 446
403. Box 770
404. Box 354
405. Box 576
406. Box 268
407. Box 456
408. Box 869
409. Box 925
410. Box 933
411. Box 190
412. Box 419
413. Box 914
414. Box 170
415. Box 342
416. Box 643
417. Box 260
418. Box 895
419. Box 304
420. Box 349
421. Box 76
422. Box 784
423. Box 946
424. Box 32
425. Box 181
426. Box 421
427. Box 930
428. Box 604
429. Box 868
430. Box 503
431. Box 840
432. Box 297
433. Box 536
434. Box 613
435. Box 673
436. Box 743
437. Box 242
438. Box 85
439. Box 894
440. Box 48
441. Box 475
442. Box 365
443. Box 812
444. Box 371
445. Box 468
446. Box 273
447. Box 654
448. Box 977
449. Box 535
450. Box 813
451. Box 702
452. Box 972
453. Box 303
454. Box 954
455. Box 107
456. Box 672
457. Box 236
458. Box 289
459. Box 291
460. Box 587
461. Box 377
462. Box 605
463. Box 234
464. Box 24
465. Box 906
466. Box 697
467. Box 82
468. Box 345
469. Box 247
470. Box 999
471. Box 957
472. Box 86
473. Box 504
474. Box 221
475. Box 823
476. Box 594
477. Box 164
478. Box 740
479. Box 272
480. Box 129
481. Box 409
482. Box 401
483. Box 598
484. Box 997
485. Box 97
486. Box 62
487. Box 608
488. Box 932
489. Box 157
490. Box 832
491. Box 197
492. Box 851
493. Box 329
494. Box 217
495. Box 37
496. Box 364
497. Box 453
498. Box 174
499. Box 337
500. Box 435
501. Box 515
502. Box 940
503. Box 15
504. Box 758
505. Box 36
506. Box 128
507. Box 619
508. Box 989
509. Box 701
510. Box 611
511. Box 650
512. Box 369
513. Box 732
514. Box 621
515. Box 952
516. Box 657
517. Box 879
518. Box 263
519. Box 439
520. Box 460
521. Box 74
522. Box 873
523. Box 625
524. Box 707
525. Box 804
526. Box 478
527. Box 623
528. Box 2
529. Box 741
530. Box 557
531. Box 915
532. Box 709
533. Box 878
534. Box 333
535. Box 593
536. Box 156
537. Box 528
538. Box 347
539. Box 992
540. Box 387
541. Box 530
542. Box 171
543. Box 494
544. Box 150
545. Box 442
546. Box 532
547. Box 712
548. Box 295
549. Box 583
550. Box 979
551. Box 671
552. Box 618
553. Box 196
554. Box 685
555. Box 49
556. Box 511
557. Box 687
558. Box 779
559. Box 227
560. Box 423
561. Box 633
562. Box 589
563. Box 540
564. Box 766
565. Box 206
566. Box 252
567. Box 942
568. Box 846
569. Box 609
570. Box 384
571. Box 180
572. Box 637
573. Box 469
574. Box 564
575. Box 216
576. Box 495
577. Box 53
578. Box 230
579. Box 51
580. Box 5
581. Box 296
582. Box 508
583. Box 265
584. Box 191
585. Box 463
586. Box 219
587. Box 143
588. Box 704
589. Box 788
590. Box 358
591. Box 491
592. Box 84
593. Box 248
594. Box 882
595. Box 440
596. Box 634
597. Box 212
598. Box 780
599. Box 277
600. Box 44
601. Box 893
602. Box 429
603. Box 125
604. Box 995
605. Box 970
606. Box 202
607. Box 14
608. Box 597
609. Box 649
610. Box 59
611. Box 199
612. Box 126
613. Box 286
614. Box 537
615. Box 745
616. Box 853
617. Box 175
618. Box 116
619. Box 398
620. Box 17
621. Box 92
622. Box 642
623. Box 615
624. Box 983
625. Box 943
626. Box 548
627. Box 703
628. Box 437
629. Box 568
630. Box 580
631. Box 622
632. Box 237
633. Box 214
634. Box 290
635. Box 533
636. Box 300
637. Box 293
638. Box 103
639. Box 512
640. Box 41
641. Box 430
642. Box 867
643. Box 117
644. Box 383
645. Box 565
646. Box 350
647. Box 258
648. Box 56
649. Box 507
650. Box 522
651. Box 523
652. Box 884
653. Box 638
654. Box 582
655. Box 847
656. Box 1
657. Box 381
658. Box 397
659. Box 484
660. Box 502
661. Box 918
662. Box 721
663. Box 620
664. Box 757
665. Box 138
666. Box 737
667. Box 802
668. Box 464
669. Box 310
670. Box 725
671. Box 500
672. Box 744
673. Box 436
674. Box 791
675. Box 826
676. Box 309
677. Box 876
678. Box 965
679. Box 118
680. Box 102
681. Box 790
682. Box 178
683. Box 555
684. Box 250
685. Box 488
686. Box 641
687. Box 355
688. Box 360
689. Box 493
690. Box 165
691. Box 389
692. Box 101
693. Box 821
694. Box 220
695. Box 799
696. Box 259
697. Box 857
698. Box 862
699. Box 58
700. Box 833
701. Box 655
702. Box 724
703. Box 816
704. Box 254
705. Box 305
706. Box 425
707. Box 569
708. Box 448
709. Box 561
710. Box 856
711. Box 11
712. Box 162
713. Box 115
714. Box 689
715. Box 274
716. Box 378
717. Box 279
718. Box 545
719. Box 852
720. Box 936
721. Box 668
722. Box 288
723. Box 155
724. Box 327
725. Box 119
726. Box 986
727. Box 261
728. Box 45
729. Box 829
730. Box 510
731. Box 722
732. Box 938
733. Box 137
734. Box 361
735. Box 141
736. Box 706
737. Box 287
738. Box 251
739. Box 839
740. Box 498
741. Box 106
742. Box 666
743. Box 330
744. Box 941
745. Box 228
746. Box 973
747. Box 29
748. Box 987
749. Box 723
750. Box 718
751. Box 331
752. Box 93
753. Box 632
754. Box 379
755. Box 470
756. Box 600
757. Box 716
758. Box 579
759. Box 351
760. Box 883
761. Box 323
762. Box 695
763. Box 733
764. Box 842
765. Box 558
766. Box 549
767. Box 324
768. Box 524
769. Box 934
770. Box 501
771. Box 960
772. Box 246
773. Box 679
774. Box 154
775. Box 38
776. Box 186
777. Box 280
778. Box 888
779. Box 3
780. Box 416
781. Box 514
782. Box 255
783. Box 748
784. Box 95
785. Box 670
786. Box 553
787. Box 33
788. Box 693
789. Box 539
790. Box 28
791. Box 761
792. Box 980
793. Box 749
794. Box 764
795. Box 311
796. Box 534
797. Box 390
798. Box 466
799. Box 760
800. Box 603
801. Box 481
802. Box 694
803. Box 332
804. Box 113
805. Box 797
806. Box 99
807. Box 114
808. Box 443
809. Box 111
810. Box 474
811. Box 953
812. Box 26
813. Box 121
814. Box 859
815. Box 713
816. Box 590
817. Box 774
818. Box 253
819. Box 204
820. Box 395
821. Box 963
822. Box 546
823. Box 691
824. Box 798
825. Box 47
826. Box 455
827. Box 738
828. Box 923
829. Box 185
830. Box 50
831. Box 406
832. Box 66
833. Box 187
834. Box 108
835. Box 348
836. Box 773
837. Box 520
838. Box 485
839. Box 120
840. Box 160
841. Box 301
842. Box 184
843. Box 152
844. Box 913
845. Box 12
846. Box 391
847. Box 836
848. Box 680
849. Box 210
850. Box 83
851. Box 472
852. Box 338
853. Box 917
854. Box 147
855. Box 517
856. Box 222
857. Box 660
858. Box 335
859. Box 885
860. Box 320
861. Box 928
862. Box 123
863. Box 599
864. Box 817
865. Box 414
866. Box 96
867. Box 739
868. Box 25
869. Box 380
870. Box 636
871. Box 344
872. Box 529
873. Box 489
874. Box 130
875. Box 131
876. Box 912
877. Box 269
878. Box 122
879. Box 450
880. Box 667
881. Box 785
882. Box 863
883. Box 810
884. Box 948
885. Box 240
886. Box 663
887. Box 205
888. Box 890
889. Box 735
890. Box 765
891. Box 872
892. Box 675
893. Box 432
894. Box 734
895. Box 720
896. Box 711
897. Box 610
898. Box 889
899. Box 849
900. Box 245
901. Box 69
902. Box 956
903. Box 892
904. Box 39
905. Box 203
906. Box 281
907. Box 262
908. Box 746
909. Box 231
910. Box 728
911. Box 308
912. Box 966
913. Box 719
914. Box 43
915. Box 825
916. Box 984
917. Box 496
918. Box 708
919. Box 959
920. Box 375
921. Box 229
922. Box 459
923. Box 567
924. Box 552
925. Box 142
926. Box 167
927. Box 275
928. Box 404
929. Box 968
930. Box 574
931. Box 109
932. Box 616
933. Box 875
934. Box 70
935. Box 497
936. Box 950
937. Box 844
938. Box 31
939. Box 352
940. Box 516
941. Box 63
942. Box 148
943. Box 136
944. Box 110
945. Box 848
946. Box 339
947. Box 235
948. Box 284
949. Box 285
950. Box 376
951. Box 213
952. Box 492
953. Box 334
954. Box 827
955. Box 407
956. Box 949
957. Box 428
958. Box 13
959. Box 78
960. Box 969
961. Box 346
962. Box 971
963. Box 426
964. Box 135
965. Box 787
966. Box 905
967. Box 991
968. Box 499
969. Box 146
970. Box 417
971. Box 985
972. Box 223
973. Box 931
974. Box 629
975. Box 820
976. Box 646
977. Box 631
978. Box 441
979. Box 606
980. Box 887
981. Box 473
982. Box 433
983. Box 151
984. Box 292
985. Box 400
986. Box 179
987. Box 664
988. Box 751
989. Box 922
990. Box 224
991. Box 880
992. Box 871
993. Box 998
994. Box 139
995. Box 808
996. Box 768
997. Box 458
998. Box 870
999. Box 61
1000. Box 937
